ID,명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,좌석수,주차 시설,어린이놀이방,개업일,영업시간,쉬는날,대표메뉴,취급메뉴,할인정보,금연/흡연,신용카드정보,포장가능,예약안내,상세정보,인허가번호
2374199,나운터횟집,63596,나운터횟집,064-763-2237,제주특별자치도 서귀포시 칠십리로 42 ,33.2409484408,126.5614062527,중문 관광단지에서 차량으로 10분 거리 내 위치한 횟집이다.각종 활어회를 신선하게 먹을 수 있고  다른 음식점과 달리 부채새우라는 음식을 보다 맛있게 먹을 수 있는 곳이다.,064-763-2237,,,가능,0,,12:00 ~ 22:00,연중무휴,구문쟁이코스,구문쟁이코스 / 나운터스페샬모듬회소 / 참돔회코스 외,,모두 금연석,가능,가능,"전화 예약 문의 (064-763-2237, 064-762-8198)","화장실:남녀개별 업소내 위치
",19970631100
2791306,애월빵공장앤카페,63034,,,제주특별자치도 제주시 애월읍 금성5길 42-15 ,33.4483158609,126.3015741601,애월빵공장앤카페는 최고의 쉐프들이 엄선된 재료만을 사용하여 최신 설비와 오븐으로 4시간 이내에 구운 빵을 판매하여 신선하고 맛있는 빵과 음료를 즐길 수 있는 곳이다. 특히 현무암쌀빵  고구마빵  한라봉모히또  에멜랄드비치에이드는 이곳 시그니처 메뉴이다. 매장에서 사용한 컵은 재활용이 가능한 친환경 리유저블컵으로 사용 후 가지고 가서 재사용이 가능하다. 곽지해수욕장의 에메랄드빛 바다 뷰와 제주다운 맛과 멋을 만끽할 수 있는 여유로운 공간에서 여행 중 잠시 힐링 타임을 가져보자.,064-743-2015 / 0507-1351-5961,,,주차가능,0,,09:00 - 20:00 (라스트오더 19:30),,"현무암 쌀 빵, 에멜랄드 비치에이드","제주 감귤 주스, 제주 당근 주스, 그린티 라떼 등",,,가능,가능,,"화장실:가능
부대시설:단체석  주차장  화장실
",20240956077
2811459,훈데르트윈즈,63365,,,제주특별자치도 제주시 우도해안길 32-2 ,33.4921103615,126.9552580701,훈데르트윈즈는 성산일출봉을 화룡점정으로 시시각각 변하는 우도의 바다를 두 눈에 담을 수 있는 우도 최고의 뷰 카페이다. 전면 통창으로 이루어져 있어 어느 자리에 앉아도 탁 트인 바다뷰를 감상할 수 있다. 카페 내부에선 훈데르트바서 오리지널 굿즈샵도 운영하고 있다.,064-766-6020,,,주차 가능,0,,09:30 ~ 18:00,연중무휴,땅콩소프트아이스크림 / 땅콩크림라떼,땅콩 빙수 / 우도 선라이즈 / 땅콩캬라멜 우도넛 외,,,,가능,,,20220898208
2830204,무로이,63523,,,제주특별자치도 서귀포시 동광본동로 21 ,33.3078014028,126.3368020179,"무로이는 ‘안개가 몹시 짙게 끼거나  오랫동안 끼는’라는 의미이다. 블랙톤의 외관은 마치 미술관에 온듯한 느낌을 준다. 카페로 들어서면 초록색의 정원을 담은 공간이 나오며  내부는 노출콘크리트 벽으로 공간을 구분하고 전통적인 항아리 장식도 오묘한 조화를 이룬다. 모든 좌석이 창을 향해 나 있고  창밖으로 아름다운 정원을 감상할 수 있다. 
무로이의 시그니처 메뉴는 부드러운 시그니처 크림라떼  시그니처 크림과 콜드브루의 조합인 크림브루 등의 음료가 있다. 또 미니 항아리 안에 티라미수가 담겨 있는 항아리 티라미수  부드러운 크림치즈를 넣어 만든 시그니처 레어치즈케이크 등의 이색적인 디저트도 있다.",0507-1412-0008,,,가능(약 20대),0,,10:00~19:00<br>라스트오더 18:00,연중무휴,크림라떼 (헤이즐넛/블루베리),크림라떼 (헤이즐넛/블루베리) / 크림브루 (아인슈페너) / 항아리 티라미수 / 무로이 외,,,가능,가능,,"화장실:있음(남/녀 구분)
부대시설:세미나실

",20210624779
2830228,도렐 제주 본점,63640,,,제주특별자치도 서귀포시 동류암로 20 플레이스호텔 플레이스 내 LOVE동,33.4496450053,126.9180400527,서귀포 성산일출봉 근처 숙소인 플레이스 캠프에 속해있는 카페이다. 호텔 자체도 인기가 좋지만  도렐은 커피 맛으로 소문이 나서 투숙객이 아닌 손님들도 많이 찾는다. 다양한 베이커리가 준비되어 있다. 시그니처인 너티클라우드는 땅콩 크림 우유가 들어간 커피로 약간의 호불호가 갈리지만 전체적으로 커피 맛이 좋아 언제나 손님이 많다. 플레이스 캠프 제주 투숙객은 할인을 받을 수 있다.,064-766-3008,,,약 100대 (플레이스캠프 제주의 주차장 공유),0,,08:30~20:00,연중무휴,너티클라우드,쑥하리 / 체리조 / 옐로 페즈 / 티 / 베이커리 외,,,,,,,20170631157
2830485,권가칼국수,63303,,,제주특별자치도 제주시 화삼북로 38 1층,33.5171098365,126.5769319952,권가칼국수는 제주 토종닭을 얇게 포 뜨고 이를 육수에 야채와 함께 살짝 익혀 먹는 닭 샤브샤브 코스요리를 제공한다. 녹두죽-닭 샤부샤부-토종닭백숙-조개칼국수 순서로 음식이 나오는 보양식 한 코스이다. 닭고기를 접시가 비칠 정도로 얇게 써는 요리사의 솜씨가 좋고  토종닭의 쫄깃함과 부드러움을 동시에 느낄 수 있도록 삶아내는 노하우도 훌륭하다. 닭 샤부샤부는 제주에서도 교래리 특구에 가야 맛볼 수 있었는데 권가칼국수는 공항 근처 제주 시내에 있어 접근성도 좋다. 아파트 단지 안에 있어 가족 단위 손님이 많으며 점심시간에는 칼국수와 파전 등 식사만 제공  저녁시간에는 토종닭코스요리만 제공한다.,064-803-0002,,,가능(건물 뒷편 4대),0,,11:00~22:00<br>브레이크타임 15:00~17:00<br>라스트오더 20:30,매주 일요일,권가토종닭샤브세트,권가토종닭샤브세트 / 닭칼국수 / 동죽칼국수 / 비빔칼국수 외,,,가능,,가능(전화 문의),"화장실:있음(남/녀 구분)
",20210622736
2833308,타쿠마 스시,63641,,,제주특별자치도 서귀포시 섭지코지로 15 ,33.4390739586,126.9185069225,섭지코지 근처에 있는 타쿠마는 컨테이너 스시집이다. 날마다 신선한 회를 선별하여 제공하는 모둠 초밥과 모둠 사시미는 매일 구성이 다르다. 참치는 모두 참다랑어만 사용하며 에피타이저로 제공되는 흑돼지 곤약 무침도 이곳만의 고유 메뉴이다. 일식 이외에 제주산 식재료를 이용한 포케와 파스타  슈토아에를 맛볼 수 있고  우동  소바  구이  덮밥 등의 메뉴도 있다. 회를 못 먹는 사람들이 주로 택하는 빨간 우동의 경우  생선 뼈를 우린 진한 육수에 꽃게  전복  딱새우 등 해산물이 푸짐하게 들어가 별미이다.,064-783-4894,,,"있음 / 건물 앞 소형 약 5대, 근처 전용 소형 약 5대",0,,11:30~22:00,격주 화요일,타쿠마 특 스시,"모둠 사시미, 탁마 초밥, 일출봉 슈토아에, 포케, 광치기 해초 냉 파스타",,,,,,,20150631049
2836462,사계생활,63528,,,제주특별자치도 서귀포시 산방로 380 ,33.2315647433,126.2963294489,"카페 사계생활은 농협은행으로 쓰이던 공간을 리모델링하였으며 집기와 금고 등의 시설물을 그대로 카페 시설로 사용하고 있다. 안쪽 사무공간이었던 자리는 소품 샵으로 활용하고 있으며 근처 여행지도  가볼 만한 곳 안내 등 여행자를 위한 정보 제공도 하고 있다. 사계생활만의 고유한 메뉴명을 사용하고 있는데 카페모카는 돌담  크림라테는 곶  카푸치노는 산방산 등이다. 근처 여행지로 산방산  사계해안 등을 둘러볼 수 있다.   
※ 반려동물 동반 가능(목줄  배변봉투 지참)",064-792-3803,,,가능,0,,주중 10:00~18:00<br>주말 10:00~17:00,매주 일요일,드립커피 / 제주 레드 빈 라떼,드립커피 / 제주 레드 빈 라떼 / 제주 당근 쥬스 / 제주 풋귤에이드 등,,,,,,"화장실:남녀 구분
",20200624109
2836825,카페루시아 본점,63533,,,제주특별자치도 서귀포시 난드르로 49-17 ,33.2346182342,126.363240242,"카페루시아는 올레길 8코스 대평포구 근처에 있다. 카페 내  외부 공간에 테이블  루프탑이 있으며 이 자리에서 박수기정을 가까이 조망할 수 있다. 정면으로 송악산과 형제섬이 보이고 날씨가 좋을 때는 가파도와 마라도까지 보이는 전망이 좋은 해변 카페이다. 잔디밭  꽃밭이 잘 가꾸어져 있고 반려견 동반이 가능하며 노을이 아름답기로도 유명하다. 골목여행하기 좋은 대평리 안에 있으며 근처 여행지로는 논짓물  화순금모래해수욕장  중문색달해변이 있다. 
※ 반려동물 동반 가능(목줄  배변봉투 지참)",064-738-8879,,,있음 / 주차요금 무료,0,,09:30 ~ 21:00,연중무휴,아메리카노,"에스프레소, 제주 감귤차, 젤라또, 초코라테, 소금빵, 케이크류",,,,가능,,"화장실:남녀 구분
",20210624579
2836873,미스틱3도,63079,,,제주특별자치도 제주시 1100로 2894-49 1층,33.4500241681,126.487380188,미스틱3도는 제주시 1 100도로 초입 신비의 도로 옆에 있다. 한라산이 보이는 가드닝 카페로 겨울 동백  봄 벚꽃  가을 핑크뮬리 등 다양한 꽃과 나무를 감상할 수 있다. 계절별로 시즌 음료를 선보이며  SNS를 통해 정원 곳곳의 다양한 포토존을 적극적으로 홍보하고 있다. 반려견 동반할 수 있고  정원 한쪽에 토끼  포니  미니피그 등을 키워 먹이 주기 체험도 할 수 있다.,064-743-2905,,,있음 / 주차요금 무료,0,,08:30~19:00 (라스트오더 18:30),연중무휴,녹차 새순 한라봉 아이스티,한라봉 에이드 / 수제 그래놀라 요거트 / 한라봉차 / 아메리카노 / 베이커리 외,,,,,,,20140627471
